Year, month, day, PRCP, Tmax, Tmin,ID,LAT,LONG,State,DUNNO,DUNNO2
2000,1,1,0,10.6,-5,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,2,0,20.6,0.6,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,3,0,16.7,7.8,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,4,0.13,18.3,0,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,5,0.05,8.9,-7.8,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,6,0.03,9.4,-7.8,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,7,0,7.8,-5,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,8,0,7.2,-5,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2 ,182280 ------ ------ +5
2000,1,9,0,5.6,0.6,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,10,0.03,11.1,0.6,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,11,1.02,11.1,0,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,12,0.3,11.1,0.6,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,13,0.13,12.2,-8.3,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,14,0.05,0,-9.4,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,15,0,0.6,-10,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,16,0,13.3,-10.6,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,17,0,1.1,-11.1,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,18,0,-2.2,-8.3,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,19,0.03,2.2,-3.9,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,20,0.74,0,-11.1,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,21,0.2,-3.9,-15,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,22,0,-4.4,-15,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,23,0.05,-2.8,-6.7,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,24,0,3.3,-4.4,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,25,0,0,-7.8,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,26,0,-1.1,-11.7,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,27,0,-5.6,-11.7,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
2000,1,28,0,-1.7,-12.2,USH00182282,39.6419,-78.7561,MD,222.5 MD CUMBERLAND 2,182280 ------ ------ +5
