Year, month, day, PRCP, Tmax, Tmin,ID,LAT,LONG,State,DUNNO,DUNNO2
2000,1,1,0,3.9,-9.4,USH00190120,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,2,0,7.8,-9.4,USH00190121,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,3,0.1,11.7,0,USH00190122,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,4,0.53,15,3.3,USH00190123,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,5,1.02,14.4,-2.2,USH00190124,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,6,0,0.6,-10.6,USH00190125,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,7,0,2.2,-11.7,USH00190126,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,8,0,2.8,-6.1,USH00190127,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,9,0,3.3,-5.6,USH00190128,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,10,0.03,8.9,-6.1,USH00190129,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,11,2.29,6.7,1.7,USH00190130,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,12,0,11.1,-2.8,USH00190131,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,13,0.08,4.4,-6.7,USH00190132,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,14,0.28,-2.2,-15,USH00190133,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,15,0,-10,-20.6,USH00190134,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,16,0,-7.2,-17.8,USH00190135,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,17,0,3.3,-18.3,USH00190136,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,18,0,-11.1,-19.4,USH00190137,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,19,0,-9.4,-19.4,USH00190138,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,20,0,-5,-16.7,USH00190139,42.3861,-72.5375,MA,45.7 MA AMHERST,5
2000,1,21,0.15,-7.8,-15,USH00190140,42.3861,-72.5375,MA,45.7 MA AMHERST,5
