State,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Mississippi,2016,3.6,5.41,10.83,5.71,2.52,3.71,4.9,5.79,1.8,0.55,3.29,5.02
Mississippi,2017,6.7,2.83,4.1,5.57,6.65,9.39,4.83,6.92,2.64,2.94,1.32,5.04
Mississippi,2018,3.66,10.15,5.57,6.63,3.58,3.87,4.61,4.58,6.6,2.54,6.52,8.49
Missouri,1989,1.97,2.92,3.19,1.6,4.14,4.37,3.96,4.9,3.01,1.98,0.52,0.76
Missouri,1990,2.79,4.41,5.06,3.67,8.99,4.89,3.92,2.97,2.35,3.62,3.13,4.65
Missouri,1991,2.02,0.71,2.76,5.38,5.26,2.21,3.4,2.26,3.71,4.28,4.29,2.84
Missouri,1992,0.98,2.07,2.91,3.53,2.43,2.93,7.13,2.37,4.78,1.44,7.72,3.46
Missouri,1993,3.26,1.97,2.69,4.36,4.97,6.35,8.92,4.25,11.31,2.33,4.41,1.79
Missouri,1994,1.54,2.11,2.04,9.41,2.48,3.73,3.08,3.67,2.48,3.17,6.43,1.94
Missouri,1995,3.13,1.43,1.93,5.14,9.78,5.4,3.89,3.49,2.33,1.81,1.67,2.05
Missouri,1996,2.48,0.55,2.78,4.5,6.82,3.94,4.8,2.85,5.73,2.94,5.15,1.14
Missouri,1997,1.86,4.26,3.03,3.74,5.06,4.02,2.21,4.13,3.21,3.42,2.39,2.48
Missouri,1998,2.49,2.96,5.83,4.09,3.2,7.27,6.44,2.38,4.65,5.66,3.21,1.69
Missouri,1999,3.28,2.27,2.75,6.01,4.65,4.78,1.93,2.2,2.56,1.53,1.14,3.75
Missouri,2000,1.37,2.74,2.55,1.23,4.16,6.94,4.05,2.69,2.83,2.81,2.88,1.45
Missouri,2001,1.98,4.39,1.71,2.97,5.5,5.91,4.87,2.98,3.48,4.36,2.55,2.91
Missouri,2002,2.64,1.42,3.51,4.6,9.6,2.95,3.11,3.74,1.94,3.54,0.84,2.32
Missouri,2003,0.59,2.46,2.3,4.04,4.9,4.72,2.47,3.74,5.19,2.24,4.08,3.3
Missouri,2004,2.16,0.93,4.98,3.43,5.65,3.47,5.65,5.21,1.14,4.76,5.71,1.44
Missouri,2005,4.94,2.37,1.62,3.35,2.16,3.9,2.92,5.54,3.94,1.71,3.13,0.83
Missouri,2006,2.09,0.53,3.84,3.74,3.62,3.12,3.56,4.46,2.84,3.71,3.5,3
Missouri,2007,2.86,2.37,2.69,3.77,5.15,5.11,2.31,3.24,3,3.95,1.16,3.97
Missouri,2008,1.52,4.47,6.81,6.6,5.42,6.98,6.34,2.54,8.15,2.52,1.61,3.14
Missouri,2009,0.89,1.89,3.97,5.23,5.86,5.77,4.46,4.77,3.76,9.87,2.27,2.97
Missouri,2010,2.12,1.73,3.35,3.94,6.77,4.79,6.77,2.53,7.86,0.73,3.08,0.9
Missouri,2011,1.02,3.52,3.47,7.6,6.36,4.08,2.48,3.92,2.58,1.21,5.72,3.74
Missouri,2012,1.3,2.3,4.17,3.74,2.16,1.9,1.7,2.44,4.9,3.17,1.57,1.68
Missouri,2013,3.33,3.19,3.48,6.21,6.84,4.46,3.07,4.08,2.5,3.61,2.44,2.5
Missouri,2014,1.09,1.22,1.7,5.09,3.19,6.1,2.59,4.34,3.85,6.23,1.72,2.2
Missouri,2015,1.19,1.7,3.24,3.53,7.3,7.36,7.93,3.96,2.18,1.56,7.9,7.67
Missouri,2016,0.9,1.02,2.99,3.71,5.78,2.43,6.56,6.61,4.39,2.29,1.49,1.27
Missouri,2017,1.84,0.59,3.9,9.57,5.97,4.32,3.39,5.15,1.02,3.78,0.91,1.01
Missouri,2018,1.64,4.89,3.78,2.03,4.18,3.7,2.49,5.66,3.52,4.68,2.73,3.7
Montana,1989,1.72,0.92,1.91,2.26,2.6,1.96,1.71,2.39,0.84,1.44,1.75,1.66
Montana,1990,1.55,0.7,1.15,1.64,2.78,1.73,1.39,1.69,0.22,1.35,1.5,1.2
Montana,1991,1.06,0.67,1.41,2.75,3.09,4.29,0.76,0.96,1.73,0.89,1.6,0.85
Montana,1992,0.74,0.49,0.82,2.02,1.44,3.51,2.46,1.16,1.11,1.27,1.18,1.31
Montana,1993,1.07,0.75,1.13,1.95,1.91,3.72,5.55,2.39,1.03,1.34,0.86,0.8
Montana,1994,1.1,1.04,0.66,1.91,1.93,2.39,1.17,0.42,0.65,2.55,1.29,0.94
Montana,1995,0.96,0.81,1.65,1.9,2.79,3.74,2.5,1.31,1.25,1.88,2,1.23
Montana,1996,1.86,1.37,1.41,1.61,3.6,1.78,0.76,0.54,1.82,1.11,1.96,2.78
Montana,1997,1.6,0.86,1.51,1.78,2.43,3,2.79,1.6,1,1.54,0.75,0.58
Montana,1998,1.4,0.6,1.46,1.33,2.13,4.02,1.88,1.22,1.02,1.61,1.92,1.66
Montana,1999,1.45,1.38,0.77,1.75,2.36,2.56,1.05,1.84,1.07,0.99,1.19,1.03
Montana,2000,1.19,1.26,1,1.28,2.09,2.09,1.64,0.38,1.54,1.35,0.98,0.87
Montana,2001,0.51,0.82,0.83,1.72,0.83,3.83,2.48,0.21,0.92,1.29,0.71,0.79
Montana,2002,1.26,0.98,1.48,1.25,2.04,3.37,1.41,1.89,1.37,0.68,0.66,0.78
Montana,2003,1.37,1.21,2.1,2.03,2.33,2.18,0.5,0.71,1.08,1.33,1.15,1.4
Montana,2004,1.3,0.72,0.64,1.15,3,2.03,1.48,1.97,1.53,1.49,0.6,0.93
Montana,2005,0.79,0.27,1.46,1.94,2.72,4.8,0.67,1.24,1.3,1.93,1.66,1.23
Montana,2006,1.4,0.91,1.25,2.68,1.8,2.35,0.59,0.82,1.92,1.94,1.71,0.87
Montana,2007,0.72,1.42,1.16,1.78,4.05,2.09,0.83,0.74,1.46,1.61,0.92,1.19
Montana,2008,1.26,1.08,0.93,0.98,4.05,2.85,1.05,1.16,1.62,1.32,1.37,1.81
Montana,2009,1.34,0.74,1.72,1.94,1.34,2.15,2.03,1.86,0.55,2.17,0.56,1.05
Montana,2010,1.08,0.5,0.74,2.08,3.93,3.66,1.51,2.18,1.87,0.91,1.92,1.61
Montana,2011,1.77,1.37,1.62,2.52,5.7,3.36,1.39,0.77,0.47,1.99,1.08,0.81
Montana,2012,1.23,0.95,1.6,1.98,2.42,2.01,1.29,0.57,0.17,1.82,1.45,1.32
Montana,2013,1.05,0.55,0.91,1.5,4.15,3.12,1.19,1.46,2.53,1.19,0.91,1.46
Montana,2014,1.21,1.71,2.26,1.47,1.92,3.2,0.69,3.7,1.2,0.96,1.98,1.3
Montana,2015,1.18,0.9,0.99,1.08,2.43,1.77,1.88,1.01,1.29,1.4,1.34,1.61
Montana,2016,0.91,0.85,1.37,2.33,3.1,1.53,2.07,1.04,2.47,3.36,0.65,1.49
Montana,2017,0.91,1.72,1.84,2.13,1.54,1.72,0.43,0.37,2.1,1.16,1.7,1.81
Montana,2018,1.15,2.12,1.43,2.16,2.8,3.62,0.76,1.05,1.09,1.33,1.43,0.99
Nebraska,1989,0.57,0.56,0.58,0.45,1.99,3.36,2.34,2.7,3.09,0.57,0.06,0.44
Nebraska,1990,0.53,0.25,2.36,1.26,4.22,3.27,3.19,2.66,0.9,1.27,1.17,0.42
Nebraska,1991,0.4,0.32,1.54,2.34,5.05,3.56,1.91,1.5,1.64,1.44,1.66,0.67
Nebraska,1992,1.05,0.92,2.62,0.8,1.83,4.08,5.41,3.88,1.62,1.81,1.01,0.56
Nebraska,1993,0.84,1.2,1.24,2.64,3.45,5.34,7.76,3.67,2.59,1.67,1.03,0.44
Nebraska,1994,0.64,0.64,0.16,2.07,1.39,3.87,4.99,2.11,1.76,2.25,1.18,0.85
Nebraska,1995,0.42,0.35,1.88,3.17,6.72,3.1,2.24,2.13,2.61,1.89,0.49,0.19
Nebraska,1996,0.81,0.03,0.65,1.48,6.12,2.93,3.17,3.8,3.66,0.81,1.8,0.23
Nebraska,1997,0.25,0.73,0.29,2.28,2.8,3.35,2.85,2.83,2.66,3.06,0.57,0.47
Nebraska,1998,0.32,0.61,2.02,2.15,2.95,4.78,4.18,2.71,1.01,2.93,2.07,0.2
Nebraska,1999,0.32,0.53,0.87,4.2,3.69,5.31,2.36,3.08,1.67,0.13,0.39,0.29
Nebraska,2000,0.3,0.99,1.55,1.81,2.82,2.7,3.35,1.22,1.49,2.35,1.38,0.4
Nebraska,2001,0.95,0.99,0.72,3.83,4.34,2.09,3.85,2.16,2.76,1.09,1.59,0.11
Nebraska,2002,0.23,0.26,0.82,1.5,2.43,1.47,1.12,3.52,1.42,2.63,0.16,0.09
Nebraska,2003,0.37,0.67,1.2,3.23,3.24,4.25,1.43,1.35,2.21,0.75,0.93,0.35
Nebraska,2004,0.5,0.74,1.95,1.76,3.29,2.85,4.11,1.46,3.49,1.2,1.48,0.1
Nebraska,2005,0.54,0.78,1.48,3.19,3.31,5.39,1.91,3.04,1.05,1.5,1.01,0.37
Nebraska,2006,0.34,0.23,2.06,2.2,1.16,3.16,1.86,3.82,3.48,1.03,0.24,1.98
Nebraska,2007,0.58,0.96,2.25,3.77,5.19,2.82,2.46,4.27,1.82,3.08,0.05,1.39
Nebraska,2008,0.19,0.39,0.82,2.89,5.87,4.17,3.1,2.22,2.71,4.42,0.79,0.53
Nebraska,2009,0.44,0.71,0.69,2.74,2.18,5.52,3.07,3.67,1.52,3.74,0.28,1.14
Nebraska,2010,0.37,0.73,1.69,2.97,3.03,7.4,4.03,2.85,2.04,0.92,0.67,0.37
Nebraska,2011,0.93,0.64,0.88,2.8,5.43,3.99,3.71,3.56,0.88,1.92,0.48,0.59
Nebraska,2012,0.16,1.34,0.57,3.13,2.04,1.65,1.03,1.06,0.49,0.88,0.29,0.72
Nebraska,2013,0.32,0.83,0.95,2.77,4.86,2.43,2.11,3,2.32,2.8,0.78,0.27
Nebraska,2014,0.22,0.64,0.5,1.99,2.63,7.23,1.72,4.7,2.57,1.34,0.32,1.12
Nebraska,2015,0.21,0.68,0.24,2.64,5.89,4.73,3.33,2.83,2.54,1.43,1.95,1.6
Nebraska,2016,0.4,0.79,1.16,5.2,4.39,2.2,3.55,2.57,2.21,1.16,0.86,0.82
Nebraska,2017,1.01,0.72,1.55,2.56,4.71,1.53,2.64,4.31,2.72,2.96,0.23,0.4
Nebraska,2018,0.72,0.67,1.14,1.55,4.66,5.26,4.66,2.44,2.74,2.54,0.86,1.97
Nevada,1989,0.56,0.71,1.28,0.25,1.14,0.61,0.26,0.88,0.69,0.54,0.53,0.1
Nevada,1990,1.03,0.9,0.67,1.54,1.28,0.57,0.57,0.62,0.67,0.29,0.45,0.57
Nevada,1991,0.45,0.57,2.09,0.69,1.67,0.56,0.26,0.62,0.89,0.79,0.85,0.63
Nevada,1992,0.64,1.2,1.85,0.23,0.35,0.86,0.56,0.44,0.27,1.03,0.56,1.73
Nevada,1993,2.44,1.81,1.27,0.42,0.64,1.46,0.27,0.37,0.17,0.94,0.51,0.49
Nevada,1994,0.4,1.19,0.76,1.27,1.35,0.06,0.18,0.42,0.51,0.63,1.63,1.13
Nevada,1995,2.54,0.5,2.41,1.36,2.7,1.48,0.31,0.27,0.23,0.05,0.29,1.61
Nevada,1996,1.75,1.44,1.21,0.6,1.41,0.33,0.53,0.11,0.27,0.88,1.39,2.27
Nevada,1997,2.15,0.48,0.25,0.81,0.39,1.75,0.65,0.35,1.31,0.47,0.88,0.52
Nevada,1998,1.3,2.94,1.72,1.19,2.52,1.78,0.87,0.28,1.89,1.13,0.87,0.42
Nevada,1999,1.3,0.75,0.39,1.63,0.74,1,0.52,0.56,0.27,0.15,0.23,0.2
Nevada,2000,1.43,2.28,0.97,0.69,1.06,0.25,0.04,1.03,0.33,1.65,0.39,0.36
Nevada,2001,1.14,1.09,1,1.19,0.16,0.13,0.81,0.27,0.25,0.28,1.24,1.37
Nevada,2002,0.67,0.57,0.53,0.86,0.4,0.26,0.31,0.06,0.47,0.36,0.94,0.81
Nevada,2003,0.52,1.05,0.8,1.68,0.9,0.1,0.5,1.15,0.31,0.12,0.98,1.71
Nevada,2004,0.53,1.65,0.34,1.02,0.59,0.34,0.54,0.82,0.45,2.36,1.4,1.31
Nevada,2005,2.25,1.43,1.26,1.34,1.99,0.51,0.37,0.59,0.37,0.86,0.74,1.84
Nevada,2006,1.47,0.79,1.74,1.77,0.54,0.29,0.68,0.06,0.2,0.86,0.61,0.66
Nevada,2007,0.33,1.01,0.59,0.9,0.28,0.34,0.39,0.57,0.87,0.61,0.32,1.38
Nevada,2008,1.48,1.1,0.38,0.23,1.01,0.25,0.32,0.17,0.14,0.37,1.12,1.12
Nevada,2009,0.87,1.14,0.65,1.05,0.61,1.84,0.4,0.35,0.14,0.78,0.18,1.21
Nevada,2010,1.45,1.03,0.94,1.27,1.07,0.2,0.35,0.25,0.26,2.23,1.19,2.82
Nevada,2011,0.29,0.83,1.57,1.22,1.53,0.55,0.5,0.23,0.48,0.93,0.38,0.11
Nevada,2012,0.95,0.53,1.01,0.67,0.3,0.09,0.85,1,0.53,0.67,0.48,1.81
Nevada,2013,0.68,0.38,0.42,0.51,0.7,0.12,0.76,0.54,1.39,0.59,0.74,0.63
Nevada,2014,0.51,1.2,1.03,0.66,0.79,0.12,0.77,1.49,1.19,0.12,0.71,1.33
Nevada,2015,0.5,0.58,0.38,0.7,2.11,0.56,1.22,0.49,0.34,1.83,1.29,1.34
Nevada,2016,1.72,0.48,1.01,1.58,1,0.43,0.21,0.32,0.6,1.36,0.48,1.96
Nevada,2017,2.88,1.56,1.11,1.12,0.53,0.53,0.61,0.63,0.96,0.17,0.88,0.19
Nevada,2018,0.96,0.42,1.62,0.86,1.48,0.13,0.7,0.22,0.04,1.09,0.81,0.94
New Hampshire,1989,1.53,2.38,2.76,3.54,6.03,5.61,3.26,5.07,4.39,5.13,4.76,1.41
New Hampshire,1990,4.49,3.26,2.23,3.7,5.85,4.36,3.24,8.07,2.54,7.03,3.58,5.4
New Hampshire,1991,2.69,1.66,3.89,3.45,3.6,2.7,2.48,8.53,5.43,4.38,3.91,3.69
New Hampshire,1992,2.68,2.2,4.04,2.52,1.7,3.95,4.31,3.95,3.66,2.82,4.61,2.55
New Hampshire,1993,2.64,3.05,4.36,4.19,1.44,3.38,3.48,3.35,4.68,3.38,3.98,4.2
New Hampshire,1994,4.78,1.5,4.94,3.43,4.4,3.35,4.51,3.88,4.87,0.94,3.16,4
New Hampshire,1995,3.81,2.65,2.73,2.01,3.05,1.68,4.57,2.69,2.78,9.03,5.55,3.11
New Hampshire,1996,5.41,3.33,2.28,7.03,5.49,3.74,7.77,1.05,3.81,7.99,2.94,6.49
New Hampshire,1997,3.61,2.44,4.2,4.3,3.28,2.38,4.78,5.05,2.43,1.74,6.12,2.79
New Hampshire,1998,5.35,3.33,4,2.57,3.35,10.14,3.63,3.21,2.78,4.39,3.1,1.72
New Hampshire,1999,6.43,1.99,5.08,0.78,3.49,2.76,3.8,3.15,9.68,4.02,3.1,1.9
New Hampshire,2000,3.89,3.56,3.75,6.4,4.65,3.83,5.15,3.12,3.08,2.98,3.8,4.56
New Hampshire,2001,1.58,3.22,6.06,1.09,1.92,4.84,3.57,1.78,4.28,1.74,2.21,2.58
New Hampshire,2002,2.63,3.06,3.93,4.53,4.69,6.03,2.13,2.04,3.84,3.64,4.84,3.53
New Hampshire,2003,2.34,2.73,3.2,2.98,4.5,2.9,3.21,6.24,5.34,6.4,3.77,6.77
New Hampshire,2004,0.93,1.34,1.8,5.6,5.41,2.59,4.74,5.81,4.55,1.98,4.1,4.39
New Hampshire,2005,3.15,2.8,3.98,5.61,5.16,5.36,4.05,4.02,3.47,13.65,5.63,4.21
New Hampshire,2006,4.38,2.4,1.42,2.98,9.17,9.2,5.53,4.49,2.51,7.85,4.67,3.65
New Hampshire,2007,3.17,2.08,3.54,7.32,3.54,3.43,5.02,2.73,3.37,4.97,4.43,4.73
New Hampshire,2008,2.58,7.85,5.17,3.92,1.12,6.29,7.09,5.81,6.51,3.85,4.44,6.15
New Hampshire,2009,3.04,2.37,2.84,3.5,4.7,6.24,7.66,5.17,1.63,5.99,4.1,4.43
New Hampshire,2010,2.78,4.1,7.41,2.82,2.29,4.62,3.48,3.75,2.95,7.84,3.66,4.3
New Hampshire,2011,2.57,3.44,4.87,5.42,5.09,4.44,2.69,9.09,6.03,6.22,3.41,4.22
New Hampshire,2012,3.21,1.14,1.95,3.24,5.74,5.39,2.95,4.76,5.06,5.51,0.8,5.43
New Hampshire,2013,1.98,3.09,2.29,2.44,5.48,7.04,5.9,3.34,5.08,1.55,3.89,3.68
New Hampshire,2014,3.46,3.68,4.11,3.03,4.56,3.91,7.27,3.58,1.63,5.67,3.27,5.47
New Hampshire,2015,3.35,2.42,1.65,2.8,1.95,7.34,3.71,3.59,5.36,4.05,2.36,5.43
New Hampshire,2016,1.97,4.72,3.46,2.53,2.43,2.89,3.46,4.17,2.11,4.6,3.04,4.19
New Hampshire,2017,2.82,3.12,3.11,4.48,6.55,5.24,3.89,3.66,2.96,7.83,2.04,3.47
New Hampshire,2018,4.16,3.44,2.76,4.64,1.66,3.76,4.97,5.87,4.81,4.54,7.8,3.53
New Jersey,1989,2.12,3.03,4.13,3.76,8.43,6.24,6.47,4.73,6.99,5.09,2.74,0.81
New Jersey,1990,4.42,1.92,2.73,3.59,7.62,2.9,3.82,8.15,2.24,4.15,2.26,5.16
New Jersey,1991,4.33,1.35,5.08,3.83,2.26,2.8,5.7,4.82,4.12,2.14,1.97,4.01
New Jersey,1992,1.76,1.92,3.63,1.72,3.26,4.53,4.74,4.81,4.04,1.49,4.76,5.04
New Jersey,1993,2.59,2.87,6.9,4.62,1.42,2.64,2.67,3.97,5.51,4.02,2.86,4.64
New Jersey,1994,5.42,3.57,7.12,2.89,3.6,3.44,5.3,5.92,2.97,0.95,3.67,2.46
New Jersey,1995,3.19,2.37,1.91,1.86,3.73,2.08,4.36,1.71,4.22,6.86,5.07,2.34
New Jersey,1996,5.73,2.28,4.32,4.99,3.68,5.07,7.13,3.52,5.66,6.34,2.59,7.87
New Jersey,1997,3.18,2.42,4.65,3.86,3.2,2.13,5.19,5.52,2.29,2.36,4.16,3.91
New Jersey,1998,4.57,4.47,5.11,4.67,5.95,5.04,2.04,2.58,2,2.63,1.35,1.34
New Jersey,1999,7.19,2.88,4.95,2.71,3.01,1.69,1.27,5.37,9.5,3.34,2.38,2.97
New Jersey,2000,3.1,2.16,4.61,3.33,3.82,4.38,5.76,5.33,5.23,0.77,3.15,3.61
New Jersey,2001,3.03,2.62,5.95,1.83,3.17,5.24,3.1,3.53,2.93,0.93,1,2.22
New Jersey,2002,2.21,0.75,4.21,3.83,4.26,4.94,1.66,3.73,3.95,6.74,5.1,4.53
New Jersey,2003,2.54,4.69,4.07,2.86,3.77,8.43,3.87,4.92,6.26,4.99,4.32,5.76
New Jersey,2004,1.98,2.52,3.3,5.32,3.75,3.05,7.52,4.82,6.06,2.28,4.62,3.48
New Jersey,2005,4.35,2.42,4.01,4.48,2.56,3.53,4.64,2.12,1.19,11.99,3.91,3.61
New Jersey,2006,5.17,1.76,0.82,3.64,3.03,7.88,5.18,3.76,5.85,6.28,5.88,2.16
New Jersey,2007,3.6,1.97,4.11,8.45,1.58,4.05,4.47,4.49,0.99,5.5,2.34,5.38
New Jersey,2008,2.06,5.24,4.09,2.67,4.57,3.09,3.92,2.34,6.16,2.84,3.8,6.44
New Jersey,2009,2.93,0.66,2.01,4.4,4.43,6.79,5,7.39,3.99,5.67,2.19,7.71
New Jersey,2010,2.64,4.62,8.66,2.51,3.35,2.24,4.07,2.51,3.18,5.38,2.17,3.27
New Jersey,2011,3.33,3.07,5.55,5.67,3.77,3.43,4.11,15.67,7.12,4.19,3.83,4.21
New Jersey,2012,2.78,1.33,1.65,2.87,4.27,4.3,3.43,4.62,4.45,5.43,1.3,5.56
New Jersey,2013,3,2.89,2.89,2.6,3.82,9.49,5.27,4.67,2.11,2.01,2.89,4.74
New Jersey,2014,3.12,4.96,3.97,4.42,4.72,3.32,5.23,4.08,2.5,3.64,4.34,4.65
New Jersey,2015,4.43,2.18,4.55,2.67,1.21,8.12,3.68,2.26,3.6,4.02,2.3,4.84
New Jersey,2016,3.19,4.08,1.87,2.26,4.79,2.4,6.97,2.08,3.45,2.8,2.43,3.27
New Jersey,2017,3.71,1.64,4.06,3.82,6.51,3.32,6.29,5.17,2.27,4.97,1.7,1.46
New Jersey,2018,2.72,6.08,4.64,4.17,5.8,3.3,5.91,5.56,7.55,4.47,8.68,5.9
New Mexico,1989,0.65,0.69,0.41,0.11,0.58,0.93,2.45,2.76,1.21,0.83,0.04,0.35
New Mexico,1990,0.67,0.77,0.78,1.07,0.71,0.28,3.18,2.86,2.69,0.64,1.25,1.06
New Mexico,1991,0.65,0.45,0.88,0.06,0.96,1.22,4,3.38,2.9,0.45,1.49,2.58
New Mexico,1992,0.94,0.53,0.88,0.62,3.01,1.28,2.26,2.53,0.84,0.66,0.56,1.42
New Mexico,1993,1.68,0.95,0.76,0.32,0.83,0.96,1.8,4.15,0.74,0.9,0.76,0.25
New Mexico,1994,0.25,0.42,0.99,0.72,2.27,0.59,1.64,2.19,1.39,1.37,1.58,1.02
New Mexico,1995,0.94,0.49,0.7,0.64,1.21,1.16,1.33,2.07,2.43,0.09,0.26,0.42
New Mexico,1996,0.38,0.45,0.17,0.2,0.19,2.44,2.9,2.97,2.24,1.44,0.62,0.13
New Mexico,1997,1.11,0.94,0.22,1.87,1.33,1.81,2.57,2.52,2.67,0.96,0.82,1.82
New Mexico,1998,0.18,0.78,1.46,0.56,0.06,0.19,3.52,2.14,0.82,3.27,0.73,0.39
New Mexico,1999,0.51,0.05,0.86,1.45,1.56,1.56,3.19,3.44,1.57,0.38,0.02,0.36
New Mexico,2000,0.23,0.16,1.62,0.34,0.12,2.27,1.71,1.69,0.22,3.23,1.29,0.48
New Mexico,2001,1.16,0.7,1.06,0.41,1.02,0.8,1.78,2.39,0.92,0.23,0.94,0.41
New Mexico,2002,0.52,0.33,0.43,0.26,0.14,0.73,2.25,1.75,2.61,1.54,0.56,1.17
New Mexico,2003,0.07,1.07,0.67,0.16,0.38,1.26,0.78,1.63,0.94,1.03,0.86,0.22
New Mexico,2004,0.49,1.07,0.87,2.61,0.17,1.2,2.32,2.25,2.22,1.61,1.71,0.73
New Mexico,2005,1.63,1.85,1.13,0.84,1.21,0.47,0.98,3.03,1.83,1.24,0.06,0.07
New Mexico,2006,0.16,0.11,0.55,0.29,0.39,1.05,3.21,4.78,2.36,1.88,0.17,1.02
New Mexico,2007,1.04,0.53,1.03,0.77,1.98,1.14,2.33,1.99,1.8,0.25,0.42,1.47
New Mexico,2008,0.61,0.56,0.19,0.16,0.98,0.56,4.06,2.78,1.27,1.32,0.38,0.87
New Mexico,2009,0.2,0.19,0.49,0.46,0.91,1.48,2.67,1.26,1.75,1.17,0.4,0.96
New Mexico,2010,1.44,1.18,1,0.87,0.47,0.89,3.7,2.26,1.43,0.81,0.1,0.67
New Mexico,2011,0.08,0.34,0.15,0.25,0.23,0.17,1.7,1.84,1.66,1.08,0.47,1.83
New Mexico,2012,0.28,0.36,0.27,0.39,0.81,0.33,1.95,1.62,1.31,0.29,0.18,0.62
New Mexico,2013,0.5,0.39,0.22,0.18,0.22,0.64,3.48,2.16,4.19,0.43,0.86,0.4
New Mexico,2014,0.03,0.17,0.47,0.37,1.06,0.55,3.19,2.16,3.15,0.67,0.63,0.75
New Mexico,2015,1.41,0.72,0.71,0.74,2.54,1.57,3.7,2.05,1.1,2.89,0.85,1.05
New Mexico,2016,0.52,0.27,0.08,0.98,0.98,1.05,1.25,3.21,1.83,0.32,1.34,1.11
New Mexico,2017,1.71,0.61,0.48,0.99,0.73,0.94,2.65,2.98,2.42,1.07,0.11,0.11
New Mexico,2018,0.16,0.74,0.27,0.15,0.48,0.88,2.42,1.97,1.79,2.78,0.22,0.91
New York,1989,1.63,1.95,3.02,2.26,6.5,5.83,3.17,3.6,5.1,4.24,4.09,1.41
New York,1990,3.7,3.66,2.44,4.07,6.37,3.29,3.44,5.01,2.96,6.39,3.21,5.48
New York,1991,2.52,1.62,3.91,3.87,3.21,1.6,3.04,4.15,3.91,2.96,3.11,3.17
New York,1992,2.08,1.96,3.19,3.39,3.6,2.87,6.49,4.42,4.03,3.11,4.5,3.05
New York,1993,3.02,2.59,3.82,5.5,1.7,3.93,2.44,2.87,4.91,3.3,4.17,3.12
New York,1994,3.88,2,4.06,3.61,3.35,5.07,3.46,5.5,3.32,1.03,4.19,2.64
New York,1995,3.09,2.23,1.62,2.3,2.17,1.79,4.08,2.42,3.21,7.51,4.3,2.38
New York,1996,4.55,2.03,2.07,5.26,4.92,4.81,5.54,2.69,5.25,4.12,4.7,4.89
New York,1997,2.7,2.52,3.91,2.63,3.22,2.97,3.24,4.1,3.86,2.16,4.61,3.09
New York,1998,5.24,2.57,3.64,3.12,3.59,6.74,3.94,3.41,2.78,2.84,1.84,1.69
New York,1999,5.58,1.34,3.93,1.79,2.61,2.19,3.28,2.84,7.09,3.04,3.1,1.98
New York,2000,3.3,2.88,3.03,5.16,5.8,5.32,4.34,4.16,3.69,2.34,2.74,3.48
New York,2001,1.61,2.22,4.92,1.18,2.94,4.29,2.4,3.11,4.13,2.36,2.24,2.74
New York,2002,2.19,2.3,3.31,4.06,5.34,5.44,2,2.63,4.6,4.31,3.84,3.54
New York,2003,2.51,2.52,2.81,2.65,4.83,4.08,4.53,4.6,5.43,5.34,4.3,4.42
New York,2004,2.24,1.49,2.37,3.8,5.57,2.88,6.08,5.72,5.32,2.26,3.25,4.19
New York,2005,3.9,2.14,2.66,4.73,1.59,3.62,4.05,4.24,3.88,8.29,4.95,2.8
New York,2006,4.07,2.02,1.73,3.36,3.73,7.16,5.21,4.26,4.44,6.16,3.44,3.31
New York,2007,3.97,2.42,3.67,4.92,1.92,2.91,4.71,2.55,3.31,5.01,4.25,4.83
New York,2008,2.06,5.28,5.15,2.81,2.28,4.38,5.52,4.06,3.39,4.74,2.77,5.29
New York,2009,2.53,1.68,2.81,2.51,4.64,5.03,5.51,5.05,2.49,4.42,2.06,3.64
New York,2010,2.41,2.72,3.64,2.09,2.63,5.57,4.02,4.47,3.3,6.9,2.86,3.31
New York,2011,2.01,3.53,4.51,6.78,6.17,4.25,2.55,7.76,7.12,4.61,2.98,3.44
New York,2012,3.29,1.27,1.97,2.9,4.12,3.34,3.14,3.19,4.91,4.94,1.18,5.31
New York,2013,2.12,2.38,1.8,3.1,4.31,7.46,4.62,3.85,3.5,3.21,4.03,3.61
New York,2014,2.6,2.92,3.05,3.57,4.64,5.11,5.33,3.69,2.12,3.98,2.72,3.49
New York,2015,2.34,2,1.61,3.02,2.75,7.69,3.6,3.07,4.75,3.7,2.05,4.06
New York,2016,1.73,4.36,2.13,2.56,2.53,2.87,3.4,4.54,2.49,5.43,2.66,3.47
New York,2017,3.4,3,3.44,4.85,5.85,4.85,5.24,3.46,2.42,5.55,2.76,2.56
New York,2018,3.45,3.18,3,3.89,2.76,3.29,4.62,5.37,5.12,4.73,5.96,3.26
North Carolina,1989,2.48,4.91,5.97,5,5.08,7.11,6.72,5.1,6.17,4.71,3.39,3.93
North Carolina,1990,3.83,4.43,4.8,2.75,6.47,1.41,3.83,5.81,1.31,8.26,2.19,3.51
North Carolina,1991,5.15,1.95,6.24,4.16,3.14,3.96,7.06,5.76,3.06,1.66,2.12,3.61
North Carolina,1992,3.9,2.95,3.76,3.33,4.35,5.8,3.42,8.03,3.06,4.09,6.35,3.57
North Carolina,1993,5.81,2.82,6.72,4.38,2.97,2.5,3.73,3.03,3.88,3.64,2.9,3.76
