State,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
South Dakota,1998,0.46,0.77,1.7,1.52,2.55,4.64,2.8,2.94,0.71,5.35,1.26,0.17
South Dakota,1999,0.53,0.28,0.69,3.05,3.61,4.72,2.64,2.66,2.6,0.44,0.21,0.18
South Dakota,2000,0.38,0.72,1.27,2.63,3.24,2.7,2.52,1.46,0.61,1.31,1.86,0.42
South Dakota,2001,0.82,0.87,0.46,3.84,2.48,3.2,3.8,0.7,1.8,0.96,1.19,0.06
South Dakota,2002,0.28,0.18,0.95,1.29,1.64,1.55,1.79,3.27,1.59,1.46,0.06,0.24
South Dakota,2003,0.45,0.63,0.94,2.28,2.79,3.61,1.63,1.12,1.81,0.84,0.74,0.29
South Dakota,2004,0.33,0.46,1.61,0.88,3.7,2.64,2.86,1.78,3.88,2.2,0.36,0.09
South Dakota,2005,0.37,0.39,0.69,2.07,3.7,5.04,1.66,1.93,2.14,0.9,1.07,0.74
South Dakota,2006,0.3,0.29,1.35,2.36,1.2,1.77,0.75,3.05,3.4,0.38,0.35,0.73
South Dakota,2007,0.19,0.9,2.13,2.21,4.53,3.22,0.93,4,1.49,2.68,0.05,0.61
South Dakota,2008,0.23,0.38,0.9,1.72,4.06,5.04,2.96,1.56,2.11,2.86,1.15,0.71
South Dakota,2009,0.4,1,1.75,1.86,1.27,3.49,3.45,2.87,1.3,3.94,0.11,1.15
South Dakota,2010,0.61,0.6,1.19,2.38,3.69,4.92,3.73,2.02,3.26,1,0.33,0.95
South Dakota,2011,0.93,1.13,1.05,2.29,4.5,4.52,3.15,2.32,0.63,1.11,0.24,0.26
South Dakota,2012,0.41,1.13,0.37,3.06,2.79,2.18,1.54,1.12,0.2,0.83,0.32,0.63
South Dakota,2013,0.45,0.7,0.67,2.33,4.82,3.12,2.47,2.41,1.91,5.01,0.3,0.75
South Dakota,2014,0.24,0.36,0.76,1.97,2.42,5.89,1.04,4.04,1.61,0.57,0.62,0.67
South Dakota,2015,0.27,0.34,0.24,0.87,5.72,4.05,3.02,3.36,1.33,1.44,1.02,1.12
South Dakota,2016,0.27,0.58,1.04,3.76,2.54,1.78,2.74,2.61,1.97,1.23,0.91,1.25
South Dakota,2017,0.68,0.37,0.66,1.94,2.12,2.19,2.12,3.17,2.49,1.24,0.23,0.42
South Dakota,2018,0.3,0.94,1.53,1.7,2.71,4.78,3.4,1.94,2.55,1.7,0.73,0.97
Tennessee,1989,6.81,8.34,6.17,3.51,5.04,8.78,6.06,3.26,6.72,3.51,4.49,2.84
Tennessee,1990,4.9,8.05,5.29,3.65,5.33,2.91,4,2.36,3.11,5.14,3.38,12.52
Tennessee,1991,3.14,7.49,6.42,5.9,6.56,4.48,3.27,3.45,3.03,2.67,3.78,10.22
Tennessee,1992,3.17,3.47,5.22,2.13,3.18,6.09,5.32,4.65,4.6,2.68,4.5,4.63
Tennessee,1993,3.92,3.03,5.35,4.2,4.85,3.37,2.35,3.88,4.19,2.55,3.77,6.79
Tennessee,1994,5.96,6.97,9.59,6.55,3.86,5.94,5.36,3.82,2.91,3.61,3.93,3.41
Tennessee,1995,5.51,2.94,4.11,3.51,6.07,4.49,4.02,4.37,3.36,4.95,5.79,3.03
Tennessee,1996,5.77,2.96,5.89,4.26,4.94,4.63,6.37,3.18,6.41,3.07,6.63,5.96
Tennessee,1997,4.97,4.76,9.22,4.17,5.33,7.56,2.6,3.73,4.6,3.15,3.01,3.41
Tennessee,1998,5.53,4.7,4.58,8.4,4.72,8.09,6.21,2.87,1.13,2.45,1.96,6.93
Tennessee,1999,8.76,3.3,4.59,4.01,4.23,5.64,3.78,1.38,1.29,2.55,3.29,3.23
Tennessee,2000,3.58,3.72,4.47,6.44,4.59,4.19,2.95,2.6,3.38,0.35,5.1,3.65
Tennessee,2001,3.71,6.93,3.33,2.93,4.42,4.36,4.84,4.21,3.57,4.54,5.68,5.48
Tennessee,2002,6.65,2.19,9.14,2.43,5.55,2.45,4.14,3.33,7.3,5.23,4.23,6.58
Tennessee,2003,2.1,9.66,2.54,5.14,9.71,5.15,5.79,4.41,5.64,2.03,5.77,3.82
Tennessee,2004,3.33,5.07,4.8,4.92,5.28,5.83,4.85,4.14,4.35,5.29,6.77,6.61
Tennessee,2005,4.29,4.17,3.35,6.05,1.62,4.22,5.35,5.74,2.63,0.62,3.66,2.98
Tennessee,2006,6.37,2.96,3.19,5.49,4.13,3.38,3.65,4.09,4.67,3.65,3.9,3.39
Tennessee,2007,4.12,2.16,2.21,3.74,1.8,2.86,3.69,1.35,3.02,4.73,3.57,4.47
Tennessee,2008,3.45,4.01,6.52,5.76,4.99,2.48,3.94,3.3,1.26,3.26,2.67,8.13
Tennessee,2009,4.61,2.66,4.52,4.33,8.36,3.66,6.96,3.34,7.13,6.81,2.02,5.88
Tennessee,2010,5.3,3.12,3.88,3.09,9.01,3.33,4.34,4.37,2.02,2.75,5.64,2.8
Tennessee,2011,3.18,4.21,6.96,9.83,5.02,5.68,3.17,1.58,6.56,2.55,7.56,6.29
Tennessee,2012,4.88,2.9,4.86,2.01,3.25,2.15,5.75,3.58,5.81,4.09,1.7,5.91
Tennessee,2013,8.64,3.01,4.97,7.88,5.66,5.83,6.96,4.25,3.72,1.85,3.71,6.79
Tennessee,2014,2.7,5.18,3.93,5.81,2.91,6.82,4.13,5,2.22,7.01,3.22,4.59
Tennessee,2015,2.81,4.56,5.41,5.96,3.68,4.76,6.48,4.53,2.73,3.96,6.38,7.9
Tennessee,2016,2.76,5.79,5.16,3.2,3.8,3.99,4.86,5.03,1.8,0.73,3.05,6.87
Tennessee,2017,4.24,2.38,5.77,6.61,5.95,4.37,5.36,4.9,4.31,4.92,2.78,4.63
Tennessee,2018,2.55,10.73,5.67,5.97,4.99,5.74,3.53,4.26,7.29,3.57,5.51,7.34
Texas,1989,2.34,1.9,1.86,1.13,3.95,4.93,1.73,2.45,2.12,1.41,0.75,0.67
Texas,1990,2.23,2.53,3.14,3.56,3.2,1.18,4.16,2.13,3.73,2.2,2.31,1.07
Texas,1991,3.53,1.65,1.01,2.92,3.62,4.14,3.08,3.03,4.8,2.33,1.5,5.59
Texas,1992,3.15,3.98,2.24,2.31,5.09,4.31,2.42,1.98,1.86,0.93,3.08,2.25
Texas,1993,2.16,1.91,2.42,2.39,3.46,4.34,1.28,1.61,2.09,3.01,1.25,1.45
Texas,1994,1.48,1.51,1.77,1.96,4.52,1.91,2,2.07,2.5,5.04,1.8,2.75
Texas,1995,1.61,1.02,2.21,2.47,4.67,2.97,2.11,2.75,3.66,1.14,1.5,1.57
Texas,1996,0.49,0.25,0.75,1.51,1.34,2.96,2.51,5.23,4.08,1.72,2.71,1.05
Texas,1997,1.24,3.79,2.42,4.91,3.52,4.55,1.37,2.32,2.15,3.27,1.81,2.84
Texas,1998,2.16,2.64,2.35,0.67,0.7,1.14,1.2,3.69,3.39,5.18,3.15,1.72
Texas,1999,1.72,0.23,2.84,1.95,3.66,3.89,2.04,1.35,1.57,1.34,0.26,1.2
Texas,2000,1.05,1.01,2.36,1.91,3.13,5.03,0.7,0.47,1.18,4,5.24,1.75
Texas,2001,2.35,2.03,3.25,0.79,3.02,2.55,0.97,3.6,3.23,1.74,3.31,2.27
Texas,2002,0.96,1.05,1.98,1.79,1.9,2.39,4.73,1.75,2.99,6.17,1.83,3.11
Texas,2003,0.58,2.4,1.13,0.77,1.5,4.48,2.36,2.09,3.91,2.71,1.56,0.71
Texas,2004,2.17,2.81,2.35,3.94,2.39,6.66,2.37,3.18,2.55,3.95,6.18,0.81
Texas,2005,1.89,2.51,1.8,0.7,2.89,1.24,3.01,3.42,1.41,2.15,0.73,0.45
Texas,2006,1.06,1.14,2.07,1.51,2.2,1.96,2.31,2.36,3.27,4.03,0.72,2.5
Texas,2007,3.55,0.48,4.47,2.15,5.54,5.33,5.37,2.92,2.68,1.15,1.34,1.22
Texas,2008,0.94,1.1,2.34,1.87,2.29,1.93,2.29,4.52,2.85,2.16,0.99,0.52
Texas,2009,0.4,0.62,2.21,3.2,2.3,1.87,3.09,1.62,4.2,5.55,1.26,2.22
Texas,2010,2.37,2.59,1.87,2.69,2.27,2.78,5.12,1.28,4.31,0.76,1.04,0.73
Texas,2011,1.55,0.65,0.27,0.7,1.56,0.98,0.74,0.74,1.14,2.23,1.28,2.86
Texas,2012,2.27,2.29,3.07,1.27,2.88,1.86,2.7,1.84,3.95,0.69,0.31,0.97
Texas,2013,2.46,1.21,0.66,1.77,2.42,2.33,3.1,1.41,4.05,3.31,1.94,1.36
Texas,2014,0.37,0.73,1.11,0.98,4.1,3.01,2.58,1.73,3.59,1.76,2.83,1.22
Texas,2015,2.67,1.09,3.47,3.96,9.05,3.72,1.85,1.43,1.43,6.17,3.87,2.52
Texas,2016,0.95,1.06,2.85,4.3,4.86,3.37,1.31,5.33,2.96,0.67,2.34,2.1
Texas,2017,2.28,1.71,1.88,2.75,2.54,3.11,2.46,7,2.61,1.25,0.73,1.96
Texas,2018,0.64,2.43,1.96,1.05,2.08,2.49,2.14,2.17,6.71,6.92,1.78,3.35
Utah,1989,0.79,1.06,1.2,0.43,0.86,0.47,0.83,1.29,0.68,0.77,0.51,0.15
Utah,1990,0.98,1.2,1.27,1.35,0.79,0.92,0.83,0.69,1.35,0.94,0.94,0.89
Utah,1991,0.8,0.49,1.66,1.12,1.66,0.65,0.65,1.37,1.58,1.36,1.47,0.7
Utah,1992,0.63,1.35,1.83,0.38,1.72,0.54,1.09,1.04,0.52,1.5,0.88,1.52
Utah,1993,3.02,2.36,1.52,0.82,1.57,0.95,0.59,1.19,0.39,1.95,0.79,0.49
Utah,1994,0.48,1.58,0.83,1.85,0.79,0.12,0.32,1.23,1.18,2.07,1.77,0.9
Utah,1995,1.73,0.9,2.4,1.74,3.06,1.63,0.75,0.93,0.71,0.25,0.54,0.91
Utah,1996,1.52,1.42,1.33,0.84,1.36,0.37,0.84,0.31,1.31,1.39,1.78,1.71
Utah,1997,2.47,1,0.32,1.85,1.11,1.27,1.09,2.04,2.96,1.09,0.95,0.65
Utah,1998,1.33,2.33,1.61,1.34,1.19,1.83,1.49,0.82,1.73,2.1,1.03,0.6
Utah,1999,1.05,0.93,0.41,2.6,1.31,1.13,1.5,1.81,0.8,0.12,0.22,0.55
Utah,2000,1.42,1.92,1.29,0.58,0.93,0.49,0.31,1.57,0.93,2.77,0.68,0.64
Utah,2001,1.02,1.24,1.24,1.49,0.65,0.37,0.95,1.27,0.31,0.51,1.52,1.12
Utah,2002,0.43,0.28,0.8,0.87,0.38,0.15,0.61,0.29,2.27,1.32,0.93,0.71
Utah,2003,0.4,1.47,1.33,0.93,1.08,0.56,0.39,1.19,0.64,0.43,1.35,1.76
Utah,2004,0.6,1.89,0.33,1.82,0.63,0.66,0.82,0.89,1.22,3.43,1.69,1.29
Utah,2005,2.76,1.61,1.63,1.75,1.74,1.43,0.41,1.32,0.92,1.38,0.65,1.08
Utah,2006,1.35,0.56,2.4,1.16,0.42,0.42,1.21,0.9,1.4,3.08,0.7,0.81
Utah,2007,0.53,1.05,0.82,0.91,0.68,0.39,0.91,1.21,1.4,0.85,0.33,2.2
Utah,2008,1.67,1.53,0.67,0.42,1.07,0.65,0.53,0.92,0.62,0.82,1.07,1.69
Utah,2009,1.12,0.98,0.79,1.56,1.23,1.74,0.49,0.39,0.75,0.79,0.4,1.56
Utah,2010,1.58,1.11,1.3,1.39,1.24,0.79,0.83,1.38,0.26,2.57,1.4,3.38
Utah,2011,0.39,1.21,1.27,2.02,2.81,0.54,1.72,0.96,0.96,1.42,0.9,0.51
Utah,2012,0.97,1.04,0.73,0.73,0.28,0.03,1.41,1.07,1.04,0.96,0.67,1.76
Utah,2013,1.01,0.52,0.73,1.28,0.97,0.02,1.5,1.4,2.74,1.01,1.02,1.01
Utah,2014,0.61,1.06,0.99,0.94,1.02,0.24,1.14,2.46,2.66,0.2,0.75,1.26
Utah,2015,0.92,0.63,0.85,0.98,3.2,0.97,1.46,1.27,0.88,1.8,1.07,1.38
Utah,2016,1.42,0.62,1.2,1.7,1.36,0.33,0.62,0.94,2.08,0.89,0.95,1.93
Utah,2017,2.76,1.54,1.59,1.17,0.64,0.16,1.39,0.94,1.54,0.18,0.53,0.39
Utah,2018,0.86,0.83,1.29,0.86,1.14,0.05,0.84,1.02,0.08,2.93,0.85,0.84
Vermont,1989,1.52,1.96,2.95,3.03,5.62,5,3.44,5.9,4.97,4.72,4.29,1.52
Vermont,1990,4.19,3.26,3.01,3.84,5.49,4.53,3.76,7.32,2.86,6.85,3.71,5.43
Vermont,1991,2.71,1.36,3.57,3.29,3.61,2.7,2.65,6.16,5.07,4.81,2.66,3.17
Vermont,1992,2.51,2.4,3.28,2.92,2.4,3.02,4.36,3.8,4.13,3.03,4.52,2.19
Vermont,1993,3.19,2.85,3.52,4.1,2.23,4.25,3.47,3.47,4.62,3.35,3.5,3.24
Vermont,1994,4.16,1.54,4.16,4.21,4.23,4.23,4.68,5.08,3.95,0.95,3.13,2.76
Vermont,1995,3.13,2.43,2.35,2.18,2.48,1.35,4.82,4.5,3.44,8.14,4.41,2.96
Vermont,1996,4.81,2.55,1.68,6.51,5.58,4.45,7.44,2.37,3.5,4.95,3.41,5.37
Vermont,1997,3.26,2.59,3.9,3.01,3.79,2.7,4.56,5.88,3.08,2.15,5.14,2.72
Vermont,1998,5.88,2.35,3.73,2.52,2.83,8.77,5.14,4.73,3.97,3.02,2.9,1.69
Vermont,1999,5.73,1.53,4.14,0.88,3.5,2.56,3.79,2.76,8.57,4,3.23,1.76
Vermont,2000,3.79,3.51,2.95,5.93,5.7,3.89,4.95,4.33,2.65,2.81,3.19,4.92
Vermont,2001,1.55,3.07,5.62,0.99,2.44,3.94,3.38,2.25,4.21,2.03,2.5,2.38
Vermont,2002,2.55,3.28,3.7,4.46,4.56,7.07,3.32,2,4.99,3.73,4.76,2.84
Vermont,2003,2.01,1.89,2.69,2.81,4.22,3.12,4.42,5.51,4.87,6.76,4.68,6.84
Vermont,2004,1.2,1.24,1.9,3.22,5.06,3.24,5.54,7.46,3.41,1.5,3.59,4.49
Vermont,2005,3,2.41,2.8,5.04,2.86,4.97,4.22,4.09,3.86,10.23,5.52,3.39
Vermont,2006,4.57,2.18,1.67,3.25,6.71,8.67,5.01,4.75,2.98,7.28,3.02,4.19
Vermont,2007,3.49,2.6,3.59,5.16,3.03,3.48,5.81,3.15,3.38,5.66,4.73,4.75
Vermont,2008,2.39,6.1,4.85,3.53,1.45,6.39,7.26,5.79,3.23,5.14,2.85,5.65
Vermont,2009,2.77,2.28,2.52,2.54,5.4,4.91,7.07,4.54,2.42,5.09,4.03,3.86
Vermont,2010,2.51,3.11,3.94,3.32,2.34,5.73,3.98,4.52,3.4,9.16,3.17,4.03
Vermont,2011,2.29,3.56,4.7,6.22,6.77,4.96,3.43,10.08,6.11,4.48,2.06,3.56
Vermont,2012,2.95,1.22,1.77,3.3,5.56,3.87,3.54,3.29,5.51,5.18,1.13,5.03
Vermont,2013,1.87,1.92,2.38,2.62,5.98,7.96,6.33,3.41,4.41,2.37,3.88,3.43
Vermont,2014,3.11,3.18,3.38,3.25,4.68,4.57,6.27,3.48,1.85,5.13,2.55,4.63
Vermont,2015,2.79,1.79,1.34,2.71,3.06,8.63,4.08,2.95,4.73,3.48,1.81,5.07
Vermont,2016,1.62,4.71,2.96,2.6,2.74,3.29,3.83,4.82,2.12,3.55,2.78,3.6
Vermont,2017,2.53,2.84,3.3,4.19,5.72,6.46,4.23,3.55,2.93,5.26,2.19,3.1
Vermont,2018,3.51,2.93,3.03,4.7,1.99,3.86,4.36,4.2,4.03,4.4,6.67,3.74
Virginia,1989,2.1,3.5,4.74,3.93,5.74,6.65,6.01,4.47,5.95,4.21,3.09,2.12
Virginia,1990,3.47,3.32,3.42,3.2,6.69,1.79,4.32,4.76,1.86,6.75,1.68,4.22
Virginia,1991,3.72,1.9,5.88,2.38,2.42,3.46,5.49,2.71,2.48,1.62,2.08,4.81
Virginia,1992,2.65,2.89,3.66,3.31,4.66,3.74,4.26,4.69,3.75,2.28,4.24,3.9
Virginia,1993,3.77,2.83,7.37,4.28,3.54,2.83,2.77,2.79,3.76,2.5,4.03,4.5
Virginia,1994,4.2,4.79,7.9,2.68,2.69,3.17,6.29,4.85,2.66,1.86,2.73,1.56
Virginia,1995,5.05,2.16,2.48,1.71,4.98,7.5,3.59,1.86,3.27,5.87,3.81,2.03
Virginia,1996,5.93,2.79,3.75,2.81,5.34,4.32,5.49,5.43,7.88,3.69,3.72,4.74
Virginia,1997,2.66,2.87,4.32,3.3,1.91,3.46,4.51,2.17,3.1,2.55,4.47,2.76
Virginia,1998,6.89,5.99,5.22,4.95,5.3,4.3,2.15,2.91,1.81,1.5,1.15,3.77
Virginia,1999,4.99,2.2,3.46,2.9,2.31,1.89,4.18,3.35,10.37,2.65,2.22,2.2
Virginia,2000,3.25,1.81,3.25,4.66,3.29,5.51,5.14,4.57,4.84,0.09,1.88,2.04
Virginia,2001,2.27,2.01,4.45,1.64,4.88,4.62,5.21,3.84,2.2,0.89,0.59,2.28
Virginia,2002,2.99,0.9,4.39,3.2,3.52,2.54,3.97,2.98,3.49,5.74,4.8,4.1
Virginia,2003,2.19,6.1,4.33,4.79,7.22,6.49,6.15,5.29,8.15,2.66,4.35,4.17
Virginia,2004,1.95,2.38,2.17,4.13,4.4,5.36,5.81,6.03,7.25,2.35,4.21,2.9
Virginia,2005,3.09,1.82,3.8,3.1,3.15,2.47,5.65,3.37,0.71,5.54,3.66,3.47
Virginia,2006,3.1,1.65,0.7,3.49,2.55,7.06,4.11,3.22,6.91,6.23,5.28,1.9
Virginia,2007,3.19,2.15,3.29,3.72,2.16,3.77,3.09,3.17,1.54,4.71,1.05,3.35
Virginia,2008,1.42,2.71,3.23,5.61,4.23,3.01,4.05,3.66,4.34,1.49,2.89,4
Virginia,2009,2.92,0.94,4.01,3.12,6.13,5.2,4.07,4.19,3.72,3.12,6.68,7.15
Virginia,2010,4.18,2.96,4.61,1.73,4.25,2.53,2.82,4.56,5.36,3.79,2,2.95
Virginia,2011,1.58,1.68,5.28,4.75,4.33,3.28,4.16,5.14,6.83,3.78,3.86,3.63
Virginia,2012,2.26,2.54,3.87,3.04,4.14,2.85,4.63,4.74,4.14,4.09,0.67,3.08
Virginia,2013,5.95,2.27,3.7,3.56,4.37,7.02,6.46,4.47,1.64,3.09,3.03,5.81
Virginia,2014,2.69,3.36,3.29,4.73,4.35,3.49,3.82,4.69,2.97,4.02,3.13,3.21
Virginia,2015,2.59,2.66,3.75,4.51,2.15,6.95,5.05,2.65,5.73,4.58,3.92,5.22
Virginia,2016,2.93,4.71,2.05,2.34,6.92,5.04,4.82,3.23,5.27,3.52,1.37,3.21
Virginia,2017,3.96,0.86,3.17,4.85,7.52,3.41,4.13,4.66,2.03,4.5,1.36,1.11
Virginia,2018,2.67,4.35,3.16,4.43,7.27,5.9,5.38,5.8,7.96,5.08,6.06,5.36
Washington,1989,5.32,2.99,5.86,2.89,2.74,1.02,0.82,1.6,0.35,3.13,6.21,3.63
Washington,1990,9.18,5.92,2.8,2.89,3.3,2.82,0.89,1.87,0.21,6.15,9.46,5.42
Washington,1991,4.67,5.15,4.24,4.6,2.85,2.48,0.68,1.86,0.23,1.65,7.6,4.47
Washington,1992,6.99,3.76,1.09,4.24,0.61,2.09,1.76,0.8,2.15,2.45,6.07,5.12
Washington,1993,4.09,0.84,4.05,5.15,3.04,2.8,2.59,0.86,0.34,1.71,2.35,5.86
Washington,1994,4.15,5.28,3.28,2.88,2.06,2.12,0.53,0.42,1.37,5.49,7.19,7.74
Washington,1995,6.4,4.76,5.16,3.05,1.53,2.15,1.3,1.63,1.93,4.99,11.13,7.05
Washington,1996,6.9,7.71,2.22,5.58,3.5,1.15,0.72,0.63,2.12,5.84,6.95,11.63
Washington,1997,7.47,3.71,8.24,3.98,2.75,2.9,1.68,1.09,3.88,6.77,4.34,4.26
Washington,1998,8.21,4.64,4.05,1.64,3.66,1.61,1.07,0.21,0.66,2.76,10.04,10.06
Washington,1999,7.53,9.93,4.51,1.46,2.5,1.86,0.98,1.31,0.36,3.49,8.24,7.13
Washington,2000,6.09,4.28,3.94,2.29,3.06,2.14,0.68,0.4,1.97,2.93,3.02,3.41
Washington,2001,2.98,2.08,3.56,3.26,1.92,2.48,0.73,1.43,0.79,4.6,7.67,7.66
Washington,2002,7.33,4.23,4.46,3.23,2,1.81,0.55,0.31,0.79,0.64,3.8,7.36
Washington,2003,8.26,2.49,7.09,3.84,1.48,0.52,0.14,0.29,1.23,6.32,6.3,5.51
Washington,2004,6.2,3.2,3.23,1.35,3.06,1.63,0.4,3.21,2.81,3.81,3.79,4.96
Washington,2005,4.58,1.11,4.39,3.37,3.64,2.03,1.09,0.49,1.59,4.15,5.48,6.72
Washington,2006,11.78,3.57,3.48,2.93,2.37,2.23,0.38,0.18,1.17,1.81,13.51,6.85
Washington,2007,5.11,4.61,5.26,2.13,1.42,1.68,1.06,0.7,1.43,4.06,3.97,8.81
Washington,2008,5.79,3.65,4.03,2.29,1.58,1.88,0.48,2.13,0.65,2.36,6.84,5.71
Washington,2009,6.23,1.98,4.89,2.66,3.12,0.96,0.66,0.86,1.65,5.57,7.93,3.39
Washington,2010,6.24,3.38,3.72,4.04,4.28,3.28,0.41,0.74,3.46,4.29,5.78,7.7
Washington,2011,6.53,4.09,7.81,4.67,4.09,1.44,1.06,0.2,1.29,3.34,6.1,3.2
Washington,2012,6.35,4.76,7.87,3.93,2.31,3.93,1.43,0.1,0.16,6.47,7.31,8.25
Washington,2013,3.97,2.76,3.75,4.23,3.01,2.26,0.16,1.6,5.6,1.37,4.03,2.94
Washington,2014,4.42,6.28,7.78,3.78,2.44,1.73,0.77,1.47,1.79,6.01,6.1,6.23
Washington,2015,4.96,4.3,4.32,1.82,1.51,0.47,0.42,1.33,1.5,4.18,7.02,11.42
Washington,2016,6.82,5.08,6.99,1.6,1.54,1.83,1.16,0.36,1.67,10.29,6.87,4.93
Washington,2017,3.64,7.17,8.53,4.88,2.42,1.55,0.04,0.14,1.35,5.06,8.86,5.09
Washington,2018,7.74,4.38,3.27,5.48,1.08,1.36,0.17,0.35,1.59,3.65,5.21,7.02
West Virginia,1989,3.35,4.49,4.88,4.18,6.01,6.5,4.97,5.66,4.69,4.38,3.21,1.84
West Virginia,1990,3.57,3.68,2.32,3.25,6,3.74,5.45,4.29,3.4,5.08,1.9,6.82
West Virginia,1991,3.68,2.87,6.13,3.14,2.17,2.63,4.1,2.98,3.21,1.43,3.4,6.03
West Virginia,1992,2.12,2.88,4.45,2.89,4.14,3.4,6.46,4.17,2.49,1.12,3.12,3.95
West Virginia,1993,2.2,2.73,6.48,3.81,2.44,3.74,2.85,3.14,5.67,3.19,4.03,4.03
West Virginia,1994,5.54,5.43,7.29,3.8,4.34,3.57,5.64,5.62,2.12,1.08,2.44,2.58
West Virginia,1995,5.14,2.55,2.23,2.37,6.25,5.79,2.88,3.56,2.75,4.06,3.81,2.67
West Virginia,1996,6.01,3.42,4.43,3.39,8.92,4.08,7.11,4.65,6.77,2.76,3.96,3.67
West Virginia,1997,2.27,1.9,7.13,2.08,4.2,4.29,4.36,4.15,2.98,1.28,3.79,2.8
West Virginia,1998,4.93,4.4,4.03,5.05,5.15,8.43,3.08,3.13,2.01,1.68,1.45,2.77
West Virginia,1999,5.58,2.37,3.98,2.99,2.79,1.73,3.45,3.39,3.28,3.3,3.38,2.74
West Virginia,2000,1.99,4,2.98,4.37,4.19,5.53,5.32,4.85,4.42,0.87,1.82,2.25
West Virginia,2001,2.6,2.16,3.52,2.26,6.49,4.18,7.6,3.41,2.49,1.28,1.27,2.6
West Virginia,2002,3.09,1,5.05,6.03,5.07,4.41,5.09,1.9,3.87,5.48,4.13,3.44
West Virginia,2003,2.42,6.23,2.06,3.8,7.25,6.66,5.85,5.29,6.69,3.04,6.68,3.45
West Virginia,2004,3.32,2.88,3.88,5.51,6.53,4.6,4.32,4.06,7.46,3.53,3.84,3.14
West Virginia,2005,3.98,2.34,4.24,4.06,3.34,2.08,5.63,4.54,0.91,4.19,3.88,2.7
West Virginia,2006,3.88,1.37,1.92,4.66,2.72,6.2,4.5,3.26,4.98,5.45,2.86,1.83
West Virginia,2007,3.47,2.47,3.96,4.62,2.03,3.58,5.14,3.46,2.38,3.64,3,5.1
West Virginia,2008,2.92,3.65,4.44,4.17,5.45,5.69,4.94,3.11,1.78,1.51,2.78,5.6
West Virginia,2009,4.49,1.48,2.68,3.98,7.07,4.4,5.25,4.04,3.26,3.66,1.72,4.77
West Virginia,2010,3.58,3.35,3.44,2.01,5.56,4.56,4.83,3.48,2.61,2.59,2.85,3.57
West Virginia,2011,2.25,2.95,5.74,7.59,5.15,4.05,3.91,3.81,6.43,4.87,4.54,3.81
West Virginia,2012,3.09,2.3,4.92,2.86,4.94,2.64,5.88,2.58,5.23,4.58,0.77,4.83
West Virginia,2013,4.41,1.83,3.28,2.5,3.98,5.96,6.17,5.51,2.39,2.15,3.4,6.01
West Virginia,2014,2.25,4.18,3.04,3.06,4.24,4.54,4.03,4.42,2.2,5.19,2.31,3.33
West Virginia,2015,2.41,2.74,5.36,6.34,2.36,6.43,6.46,2.71,4.05,2.76,2.28,4.72
West Virginia,2016,2.61,3.65,2.53,2.91,6.01,6.26,4.93,3.63,2.86,3.53,1.87,4.57
West Virginia,2017,4.8,1.75,4.31,4.35,6.16,4.7,6.17,3.39,1.91,5.26,2.34,1.87
West Virginia,2018,3.11,6.85,3.97,4.95,6.16,6.24,4.79,5.89,9.41,3.95,4.85,4.93
Wisconsin,1989,0.71,0.47,1.92,1.43,4.1,2.63,3.17,3.99,1.88,2.41,1.3,0.47
Wisconsin,1990,0.94,0.74,2.9,2.71,4.23,6.63,3.14,5.41,3.67,2.81,1.26,1.57
Wisconsin,1991,0.65,0.64,2.88,3.88,4.85,3.66,4.85,2.39,4.75,3.36,5.28,1.28
Wisconsin,1992,0.79,0.82,1.9,3.04,2.05,2.15,4.27,2.87,5.84,1.65,3.79,1.84
Wisconsin,1993,1.42,0.48,1.15,4.32,4.87,7.12,4.95,4.01,3.36,1.61,1.78,0.58
Wisconsin,1994,1.27,1.11,0.76,3.62,1.79,3.67,4.99,3.98,5.23,1.73,2.21,0.53
Wisconsin,1995,0.74,0.34,2.17,2.94,3.64,2.25,3.54,7.24,2.11,4.95,1.97,0.99
Wisconsin,1996,2.64,0.7,1.5,2.42,2.56,6.4,4.27,2.38,2.43,3.61,2.28,1.81
Wisconsin,1997,1.98,0.88,1.87,0.97,3.01,4.11,4.99,4.18,2.9,2.18,0.73,0.63
Wisconsin,1998,1.79,1.59,3.65,2.34,3.42,6.22,1.71,4.21,2.3,2.74,1.77,0.69
Wisconsin,1999,2.13,1.18,0.53,4.13,4.88,4.18,7.58,3.28,2.12,1.28,1.25,0.71
Wisconsin,2000,1.17,1.27,1.36,2.42,4.26,6.69,4.33,3.8,3.78,0.89,2.71,1.51
Wisconsin,2001,1.17,1.65,0.68,4.86,4.91,4.73,2.61,4.48,4.04,2.43,2.26,1.23
Wisconsin,2002,0.5,1.78,2.27,4.21,3,5.64,3.63,4.58,4.57,3.93,0.39,0.58
Wisconsin,2003,0.36,0.64,1.85,2.76,4.82,3.35,3.28,1.96,3.15,1.37,3.17,1.31
Wisconsin,2004,0.81,1.66,3.08,2.17,7.54,4.57,3.1,3.05,2.17,3.61,1.65,1.5
Wisconsin,2005,1.66,1.24,1.22,1.6,2.61,3.81,3.08,2.7,3.77,2.92,2.92,1.02
Wisconsin,2006,1.4,0.75,2.09,2.62,4.16,2.22,3.5,4.34,3.19,2.32,1.71,1.78
