State, Year, Drought$, Wet$, Droughtprop, wetprop
 37 , 1989 , 271263 , 1.899269E+07 , 5.745525E-04 , 4.022774E-02 
 37 , 1990 , 1.375878E+07 , 460980 , .0261413 , 8.75849E-04 
 37 , 1991 , 2326738 , 7481862 , 4.478154E-03 , 1.439996E-02 
 37 , 1992 , 2948776 , 1.05504E+07 , 5.762619E-03 , 2.061803E-02 
 37 , 1993 , 4.702899E+07 , 243165 , 9.133541E-02 , 4.722528E-04 
 37 , 1994 , 4935188 , 4409142 , 9.630977E-03 , 8.604403E-03 
 37 , 1995 , 5132236 , 7.360603E+07 , 6.414706E-03 , .0919991 
 37 , 1996 , 1235500 , 1.493971E+07 , 1.425318E-03 , .017235 
 37 , 1997 , 2.433497E+07 , 2628820 , 2.606248E-02 , 2.815437E-03 
 37 , 1998 , 4.204186E+07 , 2579192 , 4.857056E-02 , 2.979716E-03 
 37 , 1999 , 2.783008E+07 , 2.525032E+07 , 3.243563E-02 , 2.942896E-02 
 37 , 2000 , 9444258 , 1.78793E+07 , 1.157461E-02 , 2.191236E-02 
 37 , 2001 , 1.320315E+07 , 2.442914E+07 , 1.515012E-02 , 2.803153E-02 
 37 , 2002 , 1.214142E+08 , 4814052 , .1426048 , 5.654254E-03 
 37 , 2003 , 399044 , 1.15195E+08 , 4.584904E-04 , .1323558 
 37 , 2004 , 4325352 , 3.493706E+07 , 4.628031E-03 , 3.738188E-02 
 37 , 2005 , 2.713579E+07 , 1.605163E+07 , 3.678365E-02 , 2.175863E-02 
 37 , 2006 , 8455317 , 5.034494E+07 , 9.961854E-03 , 5.931521E-02 
 37 , 2007 , 1.218963E+08 , 1826300 , .1223164 , 1.832595E-03 
 37 , 2008 , 1.173601E+08 , 1.014621E+07 , 9.055898E-02 , 7.829156E-03 
 37 , 2009 , 4.026934E+07 , 3.6108E+07 , 3.009005E-02 , 2.698062E-02 
 37 , 2010 , 1.182964E+08 , 3.349284E+07 , 8.806415E-02 , 2.493329E-02 
 37 , 2011 , 1.724076E+08 , 4589553 , 9.814601E-02 , 2.612683E-03 
 37 , 2012 , 1.745526E+07 , 2.637243E+07 , 1.033484E-02 , 1.561448E-02 
 37 , 2013 , 2696793 , 1.409407E+08 , 1.507078E-03 , 7.876343E-02 
 37 , 2014 , 1.792346E+07 , 5.056447E+07 , 9.910212E-03 , 2.795803E-02 
 37 , 2015 , 8.423706E+07 , 9.838326E+07 , 5.531249E-02 , .0646013 
 37 , 2016 , 4.447917E+07 , 1.10208E+08 , 3.006304E-02 , 7.448852E-02 
 37 , 2017 , 3.029729E+07 , 4.83575E+07 , 1.948023E-02 , 3.109239E-02 
 37 , 2018 , 2.351982E+07 , 1.202532E+08 , 1.466354E-02 , 7.497241E-02 
