State, Year, Drought$, Wet$, Droughtprop, wetprop
 8 , 1989 , 3786181 , 468625 , 2.982915E-02 , 3.692028E-03 
 8 , 1990 , 1750574 , 277803 , 1.249791E-02 , 1.983325E-03 
 8 , 1991 , 654479 , 686892 , 5.786887E-03 , 6.073482E-03 
 8 , 1992 , 1195804 , 389375 , 1.113428E-02 , 3.62552E-03 
 8 , 1993 , 304053 , 621072 , 2.475685E-03 , 5.056943E-03 
 8 , 1994 , 2479142 , 108877 , 1.678513E-02 , 7.371561E-04 
 8 , 1995 , 663149 , 2354341 , 2.343196E-03 , 8.318918E-03 
 8 , 1996 , 1.190721E+07 , 486600 , 3.590298E-02 , 1.467211E-03 
 8 , 1997 , 2403085 , 1196070 , 6.965453E-03 , 3.466864E-03 
 8 , 1998 , 1041902 , 430773 , 2.918662E-03 , 1.206717E-03 
 8 , 1999 , 1479202 , 1731965 , 3.977634E-03 , 4.657325E-03 
 8 , 2000 , 2.040841E+07 , 1071707 , 5.186463E-02 , 2.723568E-03 
 8 , 2001 , 2.201084E+07 , 1082406 , 5.109316E-02 , 2.512559E-03 
 8 , 2002 , 1.006404E+08 , 1176260 , .2222952 , 2.598131E-03 
 8 , 2003 , 7.424794E+07 , 1246758 , .139144 , 2.336481E-03 
 8 , 2004 , 9.193136E+07 , 6168630 , .161141 , 1.081262E-02 
 8 , 2005 , 3.83288E+07 , 1207810 , 7.329657E-02 , 2.309708E-03 
 8 , 2006 , 1.011001E+08 , 4407690 , .1886787 , 8.225878E-03 
 8 , 2007 , 1.258391E+07 , 2378946 , 1.642939E-02 , 3.105921E-03 
 8 , 2008 , 7.340156E+07 , 950025.1 , 7.236686E-02 , 9.366332E-04 
 8 , 2009 , 9053869 , 4660091 , 9.027608E-03 , 4.646574E-03 
 8 , 2010 , 2457827 , 2604602 , 2.842383E-03 , 3.012122E-03 
 8 , 2011 , 6.808724E+07 , 2611149 , 5.317006E-02 , 2.039074E-03 
 8 , 2012 , 1.561798E+08 , 287495.9 , .1141064 , 2.100471E-04 
 8 , 2013 , 2.570015E+08 , 4375616 , .1810739 , .0030829 
 8 , 2014 , 5.958663E+07 , 2888848 , 4.883502E-02 , 2.367594E-03 
 8 , 2015 , 1.900063E+07 , 3.270816E+07 , 1.764603E-02 , 3.037632E-02 
 8 , 2016 , 9327319 , 4003873 , 8.995302E-03 , 3.86135E-03 
 8 , 2017 , 1.712825E+07 , 1.419863E+07 , 1.639921E-02 , 1.359428E-02 
 8 , 2018 , 3.011014E+07 , 2387821 , 2.845946E-02 , 2.256918E-03 
