State, Year, Drought$, Wet$, Droughtprop, wetprop
 28 , 1989 , 1124886 , 1.729151E+07 , 1.375286E-02 , .2114061 
 28 , 1990 , 1.159283E+07 , 6883699 , .1088822 , .0646531 
 28 , 1991 , 3203114 , 9284919 , 4.518157E-02 , .1309686 
 28 , 1992 , 1231220 , 6348177 , 1.804708E-02 , 9.305084E-02 
 28 , 1993 , 3454839 , 5244193 , .0539871 , 8.194847E-02 
 28 , 1994 , 79972 , 6659804 , 9.81371E-04 , 8.172534E-02 
 28 , 1995 , 1.023509E+07 , 8124301 , 2.719702E-02 , 2.158816E-02 
 28 , 1996 , 3935104 , 3926582 , 1.055713E-02 , 1.053427E-02 
 28 , 1997 , 2033954 , 8576562 , 5.891193E-03 , 2.484136E-02 
 28 , 1998 , 1.447874E+07 , 3790417 , 3.968488E-02 , 1.038918E-02 
 28 , 1999 , 2.211151E+07 , 3853460 , 5.264889E-02 , 9.17533E-03 
 28 , 2000 , 5.821356E+07 , 2624519 , .1115724 , 5.030164E-03 
 28 , 2001 , 2150658 , 1.187717E+08 , 3.026726E-03 , .1671532 
 28 , 2002 , 3084695 , 3.583127E+07 , 7.145402E-03 , 8.299973E-02 
 28 , 2003 , 2689078 , 3.328269E+07 , 6.43278E-03 , 7.961844E-02 
 28 , 2004 , 747588 , 2.210568E+07 , 1.556135E-03 , 4.601388E-02 
 28 , 2005 , 7410691 , 2659381 , 1.775799E-02 , 6.372586E-03 
 28 , 2006 , 3.018879E+07 , 2223590 , 6.461498E-02 , 4.75929E-03 
 28 , 2007 , 2.553404E+07 , 4699517 , 4.653195E-02 , 8.564164E-03 
 28 , 2008 , 3.08432E+07 , 1.866579E+07 , 4.283661E-02 , .025924 
 28 , 2009 , 6884432 , 1.043887E+08 , 8.614106E-03 , .1306158 
 28 , 2010 , 3.598766E+07 , 2.324912E+07 , 3.808426E-02 , 2.460359E-02 
 28 , 2011 , 4.731749E+07 , 5.127614E+07 , 3.494327E-02 , 3.786668E-02 
 28 , 2012 , 1.756509E+07 , 1.101649E+07 , 1.413419E-02 , 8.864692E-03 
 28 , 2013 , 7928521 , 8.197272E+07 , 5.764583E-03 , 5.959984E-02 
 28 , 2014 , 632035.4 , 5.83225E+07 , 5.218986E-04 , 4.815938E-02 
 28 , 2015 , 1.653439E+07 , 8.521318E+07 , 1.443802E-02 , 7.440913E-02 
 28 , 2016 , 7085800 , 8.847112E+07 , 6.02919E-03 , 7.527862E-02 
 28 , 2017 , 4158857 , 5.41687E+07 , 3.394351E-03 , 4.421108E-02 
 28 , 2018 , 1485201 , 6.555634E+07 , 1.125023E-03 , 4.965817E-02 
