State, Year, Drought$, Wet$, Droughtprop, wetprop
 4 , 1989 , 0 , 138220 , 0 , 1.327832E-02 
 4 , 1990 , 0 , 98913 , 0 , 7.716865E-03 
 4 , 1991 , 0 , 854147 , 0 , 4.032354E-02 
 4 , 1992 , 0 , 2112781 , 0 , 8.384607E-02 
 4 , 1993 , 208792 , 2147910 , 2.747555E-03 , 2.826498E-02 
 4 , 1994 , 0 , 245914 , 0 , 5.288454E-03 
 4 , 1995 , 0 , 1415262 , 0 , 1.017513E-02 
 4 , 1996 , 0 , 66161 , 0 , 6.350387E-04 
 4 , 1997 , 9893 , 1894717 , 7.928926E-05 , 1.518556E-02 
 4 , 1998 , 0 , 2163024 , 0 , 1.794063E-02 
 4 , 1999 , 0 , 7501374 , 0 , 5.512635E-02 
 4 , 2000 , 1873384 , 2118124 , 1.338312E-02 , .0151315 
 4 , 2001 , 690392 , 1416279 , 4.781214E-03 , 9.808243E-03 
 4 , 2002 , 4306848 , 275328 , 3.902919E-02 , 2.495057E-03 
 4 , 2003 , 6183211 , 117670 , 5.435302E-02 , 1.034369E-03 
 4 , 2004 , 8275704 , 1027560 , 5.588154E-02 , 6.93858E-03 
 4 , 2005 , 23451 , 1093731 , 1.862457E-04 , 8.686312E-03 
 4 , 2006 , 4986604 , 326788.8 , 4.104917E-02 , 2.690089E-03 
 4 , 2007 , 2167330 , 283847 , 1.897762E-02 , 2.485428E-03 
 4 , 2008 , 269879 , 319924.5 , 1.981237E-03 , 2.348632E-03 
 4 , 2009 , 2882618 , 25650.4 , 1.789114E-02 , 1.592007E-04 
 4 , 2010 , 3873474 , 2436424 , 1.985984E-02 , 1.249189E-02 
 4 , 2011 , 7833167 , 84438.75 , 2.384428E-02 , 2.570329E-04 
 4 , 2012 , 1.320053E+07 , 330382.3 , 4.655408E-02 , 1.165153E-03 
 4 , 2013 , 1.501024E+07 , 387353.7 , 5.603328E-02 , 1.445993E-03 
 4 , 2014 , 1.207598E+07 , 192396.2 , 4.762943E-02 , 7.588387E-04 
 4 , 2015 , 9918142 , 568345.4 , 4.468098E-02 , 2.560382E-03 
 4 , 2016 , 9686030 , 445394.2 , 3.959353E-02 , 1.820635E-03 
 4 , 2017 , 8059388 , 159078.2 , 1.575973E-02 , 3.110695E-04 
 4 , 2018 , 1.322971E+07 , 27886 , 2.101731E-02 , 4.430094E-05 
