State, Year, Drought$, Wet$, Droughtprop, wetprop
 19 , 1989 , 7.972E+07 , 1103500 , 2.948954E-02 , 4.082001E-04 
 19 , 1990 , 421710 , 2.538334E+07 , 2.076552E-04 , 1.249907E-02 
 19 , 1991 , 2.532834E+07 , 1.52029E+07 , 1.587095E-02 , 9.526265E-03 
 19 , 1992 , 6020962 , 3765937 , 3.735058E-03 , 2.33617E-03 
 19 , 1993 , 41650 , 2.726365E+08 , 2.737558E-05 , .1791977 
 19 , 1994 , 405848 , 2351593 , 1.963794E-04 , 1.137875E-03 
 19 , 1995 , 1.115506E+07 , 6.793734E+07 , 4.246916E-03 , 2.586487E-02 
 19 , 1996 , 4560355 , 3.982972E+07 , 1.277309E-03 , .0111559 
 19 , 1997 , 6325361 , 4662986 , 2.025121E-03 , 1.492896E-03 
 19 , 1998 , 956294 , 4.444422E+07 , 2.823131E-04 , 1.312063E-02 
 19 , 1999 , 1.201703E+07 , 3.315911E+07 , 3.769015E-03 , 1.040001E-02 
 19 , 2000 , 6.447754E+07 , 7734754 , 1.752241E-02 , 2.101996E-03 
 19 , 2001 , 4.73287E+07 , 7.418254E+07 , 1.289948E-02 , 2.021852E-02 
 19 , 2002 , 3.263013E+07 , 7784331 , 8.80475E-03 , 2.100485E-03 
 19 , 2003 , 2.093038E+08 , 5881377 , 5.186269E-02 , 1.457327E-03 
 19 , 2004 , 2506985 , 4.392771E+07 , 4.947793E-04 , 8.669587E-03 
 19 , 2005 , 4.510018E+07 , 6346862 , 1.001924E-02 , 1.409988E-03 
 19 , 2006 , 4.866725E+07 , 1618399 , 9.214566E-03 , 3.064247E-04 
 19 , 2007 , 3.521654E+07 , 2.574814E+07 , 4.252039E-03 , 3.108826E-03 
 19 , 2008 , 2.50849E+07 , 4.738522E+08 , 2.154229E-03 , 4.069326E-02 
 19 , 2009 , 1685050 , 7.807673E+07 , 1.839942E-04 , 8.525364E-03 
 19 , 2010 , 133805.5 , 3.279323E+08 , 1.434041E-05 , 3.514567E-02 
 19 , 2011 , 6.772768E+07 , 1.349444E+08 , 4.617751E-03 , 9.200664E-03 
 19 , 2012 , 1.877025E+09 , 1.156554E+07 , .1256335 , 7.741077E-04 
 19 , 2013 , 8.719085E+08 , 6.188346E+08 , 5.621248E-02 , 3.989666E-02 
 19 , 2014 , 7.96906E+07 , 4.724905E+08 , 5.99668E-03 , 3.555469E-02 
 19 , 2015 , 3794171 , 1.24552E+08 , 3.211037E-04 , 1.054093E-02 
 19 , 2016 , 1573953 , 3.497532E+07 , 1.436412E-04 , 3.191898E-03 
 19 , 2017 , 1.084841E+08 , 1.752282E+07 , 9.203598E-03 , 1.486605E-03 
 19 , 2018 , 1.933384E+07 , 1.750205E+08 , 1.618497E-03 , 1.465152E-02 
