State, Year, Drought$, Wet$, Droughtprop, wetprop
 51 , 1989 , 29158 , 3856764 , 2.14383E-04 , .0283567 
 51 , 1990 , 3147357 , 293045 , 2.192342E-02 , 2.041252E-03 
 51 , 1991 , 3642855 , 235854 , 2.611446E-02 , 1.690762E-03 
 51 , 1992 , 238516 , 1338215 , 1.837523E-03 , 1.030958E-02 
 51 , 1993 , 2.012837E+07 , 168580 , .1572717 , 1.317189E-03 
 51 , 1994 , 1907044 , 506998 , 1.329863E-02 , 3.535514E-03 
 51 , 1995 , 6948367 , 4545858 , 3.309629E-02 , 2.165272E-02 
 51 , 1996 , 509649 , 4044630 , 2.271499E-03 , 1.802686E-02 
 51 , 1997 , 1.291543E+07 , 503172 , 5.808645E-02 , 2.262989E-03 
 51 , 1998 , 1.813261E+07 , 2652862 , 7.617287E-02 , 1.114435E-02 
 51 , 1999 , 2.204143E+07 , 1427587 , 8.879384E-02 , 5.751031E-03 
 51 , 2000 , 1369033 , 7298424 , 6.394189E-03 , 3.408793E-02 
 51 , 2001 , 5831482 , 3833788 , .0258243 , 1.697765E-02 
 51 , 2002 , 3.805756E+07 , 1257846 , .1693392 , 5.596854E-03 
 51 , 2003 , 22458 , 3.329806E+07 , 1.004192E-04 , .1488898 
 51 , 2004 , 156064 , 1.074733E+07 , 5.859222E-04 , 4.034946E-02 
 51 , 2005 , 1.050746E+07 , 2956606 , 5.341985E-02 , 1.503136E-02 
 51 , 2006 , 8507240 , 2747457 , 3.948628E-02 , .0127523 
 51 , 2007 , 5.067034E+07 , 1212012 , .1767999 , 4.228975E-03 
 51 , 2008 , 3.716604E+07 , 1337913 , 9.524286E-02 , 3.428578E-03 
 51 , 2009 , 6479594 , 9025724 , 1.797787E-02 , .0250422 
 51 , 2010 , 8.301027E+07 , 7338840 , .2260216 , 1.998231E-02 
 51 , 2011 , 2.058173E+07 , 1731276 , 3.829269E-02 , 3.221072E-03 
 51 , 2012 , 3.119133E+07 , 1995223 , 5.878041E-02 , 3.76002E-03 
 51 , 2013 , 3244360 , 1.584161E+07 , 5.693706E-03 , 2.780131E-02 
 51 , 2014 , 9156492 , 5351814 , 1.733065E-02 , 1.012947E-02 
 51 , 2015 , 1.043139E+07 , 1.276734E+07 , 2.201279E-02 , 2.694222E-02 
 51 , 2016 , 1.420238E+07 , 1.240963E+07 , 3.175343E-02 , 2.774523E-02 
 51 , 2017 , 1.179369E+07 , 5769838 , .0243599 , 1.191762E-02 
 51 , 2018 , 956976.6 , 1.775766E+07 , 1.898827E-03 , 3.523463E-02 
