State, Year, Drought$, Wet$, Droughtprop, wetprop
 40 , 1989 , 3259576 , 3086643 , 2.958066E-02 , 2.801129E-02 
 40 , 1990 , 4661902 , 4542236 , 2.571789E-02 , 2.505774E-02 
 40 , 1991 , 1.397327E+07 , 5616420 , .1147917 , .0461394 
 40 , 1992 , 2277305 , 1.029052E+07 , .0177109 , 8.003074E-02 
 40 , 1993 , 2975018 , 1.35488E+07 , 1.950555E-02 , 8.883201E-02 
 40 , 1994 , 1.828165E+07 , 2182693 , .1084168 , 1.294416E-02 
 40 , 1995 , 1.01131E+07 , 1.520405E+07 , 3.496283E-02 , 5.256317E-02 
 40 , 1996 , 5.428461E+07 , 9280576 , .163502 , 2.795255E-02 
 40 , 1997 , 828207 , 4185657 , 2.80141E-03 , 1.415799E-02 
 40 , 1998 , 1.217486E+07 , 2752479 , 4.218054E-02 , 9.53613E-03 
 40 , 1999 , 3.066006E+07 , 1.72178E+07 , 8.609165E-02 , 4.834657E-02 
 40 , 2000 , 3.482782E+07 , 1.00508E+07 , .1038119 , 2.995859E-02 
 40 , 2001 , 3.040057E+07 , 3.591294E+07 , 8.172842E-02 , .0965478 
 40 , 2002 , 7.000837E+07 , 2560190 , .1978568 , 7.235576E-03 
 40 , 2003 , 1.799233E+07 , 5005028 , 4.800675E-02 , 1.335431E-02 
 40 , 2004 , 1.4556E+07 , 4418109 , 3.800663E-02 , 1.153596E-02 
 40 , 2005 , 8969620 , 1.340152E+07 , 2.457908E-02 , 3.672364E-02 
 40 , 2006 , 1.201239E+08 , 266819 , .3333276 , 7.403867E-04 
 40 , 2007 , 1.524478E+07 , 5.84185E+07 , 3.080819E-02 , .118058 
 40 , 2008 , 4.219947E+07 , 1.501154E+07 , 6.453392E-02 , 2.295653E-02 
 40 , 2009 , 1.750681E+08 , 1.713921E+07 , .203353 , 1.990831E-02 
 40 , 2010 , 9901244 , 1.973562E+07 , .015876 , 3.164477E-02 
 40 , 2011 , 3.014796E+08 , 674524.7 , .3134888 , 7.013938E-04 
 40 , 2012 , 1.381107E+08 , 3373089 , .118189 , 2.88654E-03 
 40 , 2013 , 2.09062E+08 , 3880786 , .1734698 , 3.220094E-03 
 40 , 2014 , 2.570357E+08 , 5339247 , .2705445 , 5.619857E-03 
 40 , 2015 , 5.208156E+07 , 4.333405E+07 , 5.854709E-02 , 4.871364E-02 
 40 , 2016 , 9674192 , 1.529672E+07 , 1.267765E-02 , 2.004576E-02 
 40 , 2017 , 2.097303E+07 , 7289251 , 2.649149E-02 , 9.207212E-03 
 40 , 2018 , 1.254729E+08 , 4272961 , .1437012 , 4.893722E-03 
