State, Year, Drought$, Wet$, Droughtprop, wetprop
 54 , 1989 , 601 , 115268 , 1.42903E-04 , 2.740788E-02 
 54 , 1990 , 26365 , 151926 , 5.78298E-03 , 3.332392E-02 
 54 , 1991 , 845675 , 67071 , .2241439 , 1.777699E-02 
 54 , 1992 , 7017 , 225826 , 1.787604E-03 , 5.752994E-02 
 54 , 1993 , 698773 , 34519 , .1560739 , 7.709965E-03 
 54 , 1994 , 64250 , 22960 , 1.501274E-02 , 5.364863E-03 
 54 , 1995 , 197593 , 118847 , 2.183256E-02 , 1.313171E-02 
 54 , 1996 , 89651 , 212980 , 9.044642E-03 , 2.148696E-02 
 54 , 1997 , 368736 , 59494 , 4.152022E-02 , 6.699112E-03 
 54 , 1998 , 536150 , 243664 , 6.087662E-02 , 2.766659E-02 
 54 , 1999 , 1833175 , 9745 , .2017604 , 1.072541E-03 
 54 , 2000 , 15606 , 724786 , 1.368226E-03 , 6.354422E-02 
 54 , 2001 , 95847 , 601156 , 8.292805E-03 , 5.201279E-02 
 54 , 2002 , 857197 , 20408 , 7.176422E-02 , 1.70855E-03 
 54 , 2003 , 0 , 1811673 , 0 , .1475752 
 54 , 2004 , 595 , 1304146 , 4.519515E-05 , 9.906062E-02 
 54 , 2005 , 410162 , 70719.3 , 3.959165E-02 , 6.826312E-03 
 54 , 2006 , 204287.6 , 155558.6 , 2.064735E-02 , .0157223 
 54 , 2007 , 1422152 , 28250 , .1056553 , 2.098765E-03 
 54 , 2008 , 220579.3 , 257387.2 , 1.245081E-02 , 1.452847E-02 
 54 , 2009 , 122287.8 , 382261.3 , 7.348479E-03 , 2.297072E-02 
 54 , 2010 , 2766092 , 8568 , .165805 , 5.135828E-04 
 54 , 2011 , 1288201 , 139641.9 , 6.299469E-02 , 6.828669E-03 
 54 , 2012 , 325553 , 22150.5 , 1.608067E-02 , 1.094123E-03 
 54 , 2013 , 37213 , 225518.7 , 1.677837E-03 , 1.016805E-02 
 54 , 2014 , 95047.2 , 34990.5 , 4.685771E-03 , 1.725011E-03 
 54 , 2015 , 133400.5 , 322287 , 7.176828E-03 , 1.733875E-02 
 54 , 2016 , 361075.2 , 73443.8 , 2.046481E-02 , 4.162605E-03 
 54 , 2017 , 99856.8 , 101042.2 , 5.139948E-03 , 5.200964E-03 
 54 , 2018 , 29051.2 , 987555.4 , 1.480573E-03 , 5.033004E-02 
