State, Year, Drought$, Wet$, Droughtprop, wetprop
 44 , 1989 , 0 , 0 , 0 , 0 
 44 , 1990 , 0 , 0 , 0 , 0 
 44 , 1991 , 0 , 0 , 0 , 0 
 44 , 1992 , 0 , 0 , 0 , 0 
 44 , 1993 , 4021 , 0 , 1.129872E-02 , 0 
 44 , 1994 , 0 , 0 , 0 , 0 
 44 , 1995 , 11041 , 0 , 1.698683E-02 , 0 
 44 , 1996 , 0 , 10459 , 0 , 1.457637E-02 
 44 , 1997 , 0 , 0 , 0 , 0 
 44 , 1998 , 0 , 0 , 0 , 0 
 44 , 1999 , 24828 , 0 , 2.367537E-02 , 0 
 44 , 2000 , 0 , 11274 , 0 , 1.264338E-02 
 44 , 2001 , 26852 , 0 , 3.766746E-02 , 0 
 44 , 2002 , 17957 , 0 , 1.988961E-02 , 0 
 44 , 2003 , 0 , 21007 , 0 , 4.048255E-02 
 44 , 2004 , 0 , 1765 , 0 , 2.429808E-03 
 44 , 2005 , 11405.8 , 3567.2 , 1.671895E-02 , 5.228904E-03 
 44 , 2006 , 0 , 60659.1 , 0 , 8.359554E-02 
 44 , 2007 , 4974.8 , 0 , 5.477768E-03 , 0 
 44 , 2008 , 0 , 986 , 0 , 9.545856E-04 
 44 , 2009 , 0 , 47359.9 , 0 , 4.348284E-02 
 44 , 2010 , 0 , 702 , 0 , 6.780165E-04 
 44 , 2011 , 39821 , 17596.7 , 3.597964E-02 , 1.589922E-02 
 44 , 2012 , 15570.4 , 8866.65 , 1.240705E-02 , 7.065263E-03 
 44 , 2013 , 0 , 15934 , 0 , 1.157529E-02 
 44 , 2014 , 18251.9 , 0 , 1.475486E-02 , 0 
 44 , 2015 , 57117.6 , 0 , 4.719145E-02 , 0 
 44 , 2016 , 53563.15 , 7952.55 , 4.455839E-02 , 6.615608E-03 
 44 , 2017 , 0 , 36197.34 , 0 , 3.165257E-02 
 44 , 2018 , 10919 , 19823.5 , 8.952481E-03 , 1.625327E-02 
